Date,Open,High,Low,Close,Volume,Ticker,Name,Sector,MA5,MA20,MA50,MA200,EMA12,EMA26,MACD,Signal,Hist,RSI,BB_upper,BB_lower,BB_width,ATR,Stoch,OBV,Ret1d,Ret5d,Ret20d,LogRet,Vol20,Lag1,Lag2,Lag3,Lag5
2021-02-01,152.39,153.34,151.0,152.0,63847540,AAPL,Apple Inc.,Technology,151.134,153.216,,,152.255,152.036,0.219,0.8514,-0.6324,43.1,158.538,147.894,0.0695,2.886,40.97,-73688071,0.021643,0.003234,0.021849,0.021412,0.011707,148.78,151.23,152.61,151.51
2021-02-02,152.8,154.3,151.49,152.98,50487515,AAPL,Apple Inc.,Technology,151.52,153.396,,,152.367,152.106,0.261,0.7333,-0.4723,40.32,158.405,148.387,0.0653,2.862,50.33,-23200556,0.006447,0.012777,0.024168,0.006427,0.01175,152.0,148.78,151.23,151.05
2021-02-03,154.72,155.51,153.83,154.26,94579147,AAPL,Apple Inc.,Technology,151.85,153.569,,,152.658,152.265,0.393,0.6653,-0.2723,45.9,158.439,148.699,0.0634,2.784,62.56,71378591,0.008367,0.010812,0.022876,0.008332,0.011706,152.98,152.0,148.78,152.61
2021-02-04,151.91,153.92,150.23,152.02,103525982,AAPL,Apple Inc.,Technology,152.008,153.539,,,152.56,152.247,0.313,0.5948,-0.2818,40.1,158.44,148.638,0.0638,2.928,41.17,-32147391,-0.014521,0.005224,-0.003866,-0.014627,0.011924,154.26,152.98,152.0,151.23
2021-02-05,151.52,152.75,150.07,151.04,80744044,AAPL,Apple Inc.,Technology,152.46,153.504,,,152.326,152.158,0.168,0.5094,-0.3414,38.92,158.468,148.54,0.0647,2.924,31.81,-112891435,-0.006447,0.01519,-0.004548,-0.006467,0.011942,152.02,154.26,152.98,148.78
2021-02-08,152.22,152.9,150.59,152.02,30019360,AAPL,Apple Inc.,Technology,152.464,153.525,,,152.279,152.148,0.131,0.4338,-0.3028,40.33,158.459,148.591,0.0643,2.93,41.17,-82872075,0.006488,0.000132,0.002704,0.006467,0.012034,151.04,152.02,154.26,152.0
2021-02-09,153.0,154.35,150.66,151.52,30648886,AAPL,Apple Inc.,Technology,152.172,153.359,,,152.162,152.101,0.061,0.3592,-0.2982,36.04,158.33,148.388,0.0648,3.071,41.73,-113520961,-0.003289,-0.009544,-0.021441,-0.003294,0.01099,152.02,151.04,152.02,152.98
2021-02-10,153.45,154.25,152.73,153.47,97751088,AAPL,Apple Inc.,Technology,152.014,153.194,,,152.363,152.202,0.161,0.3196,-0.1586,46.52,157.899,148.489,0.0614,2.988,73.85,-15769873,0.01287,-0.005121,-0.021112,0.012787,0.011012,151.52,152.02,151.04,154.26
2021-02-11,152.99,154.83,151.97,152.81,16210977,AAPL,Apple Inc.,Technology,152.172,153.039,,,152.432,152.247,0.185,0.2927,-0.1077,52.23,157.57,148.508,0.0592,2.894,65.38,-31980850,-0.004301,0.005197,-0.01982,-0.00431,0.010987,153.47,151.52,152.02,152.02
2021-02-12,152.24,153.03,151.34,152.46,45728168,AAPL,Apple Inc.,Technology,152.456,152.845,,,152.436,152.263,0.173,0.2687,-0.0957,52.5,157.105,148.585,0.0557,2.926,60.9,-77709018,-0.00229,0.009401,-0.024818,-0.002293,0.010953,152.81,153.47,151.52,151.04
2021-02-15,152.33,154.4,150.51,152.33,65099605,AAPL,Apple Inc.,Technology,152.518,152.66,,,152.42,152.268,0.152,0.2454,-0.0934,53.43,156.652,148.668,0.0523,3.121,59.23,-142808623,-0.000853,0.002039,-0.023651,-0.000853,0.010951,152.46,152.81,153.47,152.02
2021-02-16,155.88,157.85,155.32,157.15,17492607,AAPL,Apple Inc.,Technology,153.644,152.694,,,153.148,152.63,0.518,0.2999,0.2181,60.36,156.831,148.557,0.0542,3.306,93.1,-125316016,0.031642,0.037157,0.004346,0.031152,0.013116,152.33,152.46,152.81,151.52
2021-02-17,158.78,159.92,157.41,158.56,57548550,AAPL,Apple Inc.,Technology,154.662,152.736,,,153.98,153.069,0.911,0.4221,0.4889,66.7,157.097,148.375,0.0571,3.256,88.86,-67767466,0.008972,0.033166,0.005262,0.008932,0.013146,157.15,152.33,152.46,153.47
2021-02-18,157.77,158.7,156.16,157.13,88648618,AAPL,Apple Inc.,Technology,155.526,152.844,,,154.465,153.37,1.095,0.5567,0.5383,69.95,157.533,148.155,0.0614,3.186,71.68,-156416084,-0.009019,0.02827,0.014004,-0.00906,0.012656,158.56,157.15,152.33,152.81
2021-02-19,159.14,159.56,158.57,158.95,20505176,AAPL,Apple Inc.,Technology,156.824,153.194,,,155.155,153.783,1.372,0.7198,0.6522,67.79,158.594,147.794,0.0705,3.034,90.15,-135910908,0.011583,0.042569,0.045999,0.011516,0.011926,157.13,158.56,157.15,152.46
2021-02-22,157.07,158.55,156.01,157.69,135222981,AAPL,Apple Inc.,Technology,157.896,153.503,,,155.545,154.073,1.472,0.8702,0.6018,61.89,159.196,147.81,0.0742,3.044,77.36,-271133889,-0.007927,0.035187,0.040789,-0.007959,0.012092,158.95,157.13,158.56,152.33
2021-02-23,159.54,161.24,158.21,159.92,27279212,AAPL,Apple Inc.,Technology,158.45,153.946,,,156.218,154.506,1.712,1.0386,0.6734,63.63,160.19,147.702,0.0811,3.116,88.18,-243854677,0.014142,0.017626,0.058722,0.014043,0.012319,157.69,158.95,157.13,157.15
2021-02-24,156.62,159.77,154.39,157.77,70588324,AAPL,Apple Inc.,Technology,158.292,154.204,,,156.457,154.748,1.709,1.1727,0.5363,63.91,160.639,147.769,0.0835,3.224,68.93,-314443001,-0.013444,-0.004982,0.033812,-0.013535,0.012708,159.92,157.69,158.95,158.56
2021-02-25,156.09,157.11,154.67,155.63,47553963,AAPL,Apple Inc.,Technology,157.992,154.424,,,156.33,154.813,1.517,1.2415,0.2755,60.51,160.73,148.118,0.0817,3.254,47.72,-361996964,-0.013564,-0.009546,0.029095,-0.013657,0.01295,157.77,159.92,157.69,157.13
2021-02-26,155.94,158.17,154.38,156.42,52129571,AAPL,Apple Inc.,Technology,157.486,154.806,,,156.344,154.932,1.412,1.2756,0.1364,60.17,160.575,149.037,0.0745,3.359,55.08,-309867393,0.005076,-0.015917,0.051351,0.005063,0.012271,155.63,157.77,159.92,158.95
2021-03-01,159.09,161.72,157.86,159.1,23148406,AAPL,Apple Inc.,Technology,157.768,155.162,,,156.768,155.241,1.527,1.3259,0.2011,65.91,161.076,149.248,0.0762,3.474,76.63,-286718987,0.017133,0.008942,0.046711,0.016988,0.011948,156.42,155.63,157.77,157.69
2021-03-02,161.31,162.96,159.53,161.39,106517232,AAPL,Apple Inc.,Technology,158.062,155.582,,,157.479,155.696,1.783,1.4173,0.3657,66.39,162.016,149.148,0.0827,3.555,87.39,-180201755,0.014393,0.009192,0.054975,0.014291,0.012218,159.1,156.42,155.63,159.92
2021-03-03,163.55,164.02,162.1,162.82,60797768,AAPL,Apple Inc.,Technology,159.072,156.01,,,158.3,156.224,2.076,1.5491,0.5269,70.08,163.172,148.848,0.0918,3.539,91.12,-119403987,0.008861,0.032009,0.055491,0.008822,0.012231,161.39,159.1,156.42,157.77
2021-03-04,163.0,164.81,161.64,162.96,132227921,AAPL,Apple Inc.,Technology,160.538,156.557,,,159.017,156.723,2.294,1.698,0.596,71.24,164.097,149.017,0.0963,3.644,87.06,12823934,0.00086,0.047099,0.071964,0.000859,0.011547,162.82,161.39,159.1,155.63
2021-03-05,160.93,161.62,159.4,160.54,23513451,AAPL,Apple Inc.,Technology,161.362,157.032,,,159.252,157.006,2.246,1.8076,0.4384,65.2,164.3,149.764,0.0926,3.621,59.06,-10689517,-0.01485,0.026339,0.062897,-0.014962,0.012076,162.96,162.82,161.39,156.42
2021-03-08,160.56,162.26,158.71,160.3,44848144,AAPL,Apple Inc.,Technology,161.602,157.446,,,159.413,157.25,2.163,1.8787,0.2843,57.02,164.451,150.441,0.089,3.48,56.76,-55537661,-0.001495,0.007542,0.054467,-0.001496,0.012089,160.54,162.96,162.82,159.1
2021-03-09,162.04,162.97,159.89,161.38,56698091,AAPL,Apple Inc.,Technology,161.6,157.939,,,159.716,157.556,2.16,1.935,0.225,56.38,164.565,151.313,0.0839,3.502,67.11,1160430,0.006737,-6.2e-05,0.065074,0.006715,0.012037,160.3,160.54,162.96,161.39
2021-03-10,165.14,165.66,164.73,165.26,51844709,AAPL,Apple Inc.,Technology,162.088,158.528,,,160.569,158.126,2.443,2.0366,0.4064,66.56,165.565,151.491,0.0888,3.626,96.45,53005139,0.024043,0.014986,0.076823,0.023758,0.012729,161.38,160.3,160.54,162.82
2021-03-11,167.72,169.78,164.68,166.79,74596546,AAPL,Apple Inc.,Technology,162.854,159.228,,,161.526,158.768,2.758,2.1809,0.5771,66.16,166.641,151.815,0.0931,3.817,80.58,127601685,0.009258,0.023503,0.091486,0.009216,0.01264,165.26,161.38,160.3,162.96
2021-03-12,162.82,164.55,161.88,163.79,44508130,AAPL,Apple Inc.,Technology,163.504,159.794,155.63,,161.874,159.14,2.734,2.2915,0.4425,61.73,166.747,152.841,0.087,3.958,61.1,83093555,-0.017987,0.020244,0.074315,-0.01815,0.013545,166.79,165.26,161.38,160.54
2021-03-15,166.25,168.27,164.09,165.82,178616068,AAPL,Apple Inc.,Technology,164.608,160.468,155.972,,162.481,159.635,2.846,2.4024,0.4436,61.43,166.975,153.961,0.0811,4.024,74.29,261709623,0.012394,0.034435,0.088558,0.012318,0.013638,163.79,166.79,165.26,160.3
2021-03-16,166.71,168.44,165.04,167.14,51209670,AAPL,Apple Inc.,Technology,165.76,160.968,156.327,,163.198,160.191,3.007,2.5233,0.4837,68.76,167.921,154.015,0.0864,3.872,82.86,312919293,0.00796,0.035692,0.06357,0.007929,0.012132,165.82,163.79,166.79,161.38
2021-03-17,167.34,169.34,165.9,167.58,8859854,AAPL,Apple Inc.,Technology,166.224,161.419,156.663,,163.872,160.738,3.134,2.6454,0.4886,75.68,168.867,153.971,0.0923,3.896,85.71,321779147,0.002633,0.014038,0.056887,0.002629,0.012053,167.14,165.82,163.79,165.26
2021-03-18,170.03,170.59,168.84,169.74,52590926,AAPL,Apple Inc.,Technology,166.814,162.05,157.005,,164.775,161.405,3.37,2.7904,0.5796,77.03,170.081,154.019,0.0991,3.841,93.32,374370073,0.012889,0.017687,0.080252,0.012807,0.011915,167.58,167.14,165.82,166.79
2021-03-19,172.77,174.7,171.22,172.48,106580588,AAPL,Apple Inc.,Technology,168.552,162.726,157.42,,165.96,162.225,3.735,2.9793,0.7557,77.09,171.861,153.591,0.1123,3.816,86.12,480950661,0.016142,0.053056,0.085121,0.016013,0.012108,169.74,167.58,167.14,163.79
2021-03-22,176.23,176.79,175.5,175.91,28732800,AAPL,Apple Inc.,Technology,170.57,163.637,157.906,,167.491,163.239,4.252,3.2338,1.0182,78.1,174.183,153.091,0.1289,3.849,95.13,509683461,0.019886,0.060849,0.115543,0.019691,0.012238,172.48,169.74,167.58,165.82
2021-03-23,195.67,196.9,195.08,196.49,129061201,AAPL,Apple Inc.,Technology,176.44,165.466,158.739,,171.952,165.702,6.25,3.8371,2.4129,87.42,183.395,147.537,0.2167,5.16,98.93,638744662,0.116992,0.175601,0.228677,0.110639,0.026524,175.91,172.48,169.74,167.14
2021-03-24,198.83,200.97,195.86,197.97,30198407,AAPL,Apple Inc.,Technology,182.518,167.476,159.563,,175.955,168.092,7.863,4.6423,3.2207,87.78,190.157,144.795,0.2709,5.299,92.9,668943069,0.007532,0.181346,0.254801,0.007504,0.02594,196.49,175.91,172.48,167.58
2021-03-25,199.3,200.48,198.36,199.84,26209892,AAPL,Apple Inc.,Technology,188.538,169.686,160.442,,179.63,170.444,9.186,5.551,3.635,92.92,195.855,143.517,0.3084,5.224,97.33,695152961,0.009446,0.17733,0.284071,0.009402,0.025274,197.97,196.49,175.91,169.74
2021-03-26,202.39,204.07,200.94,202.86,37501539,AAPL,Apple Inc.,Technology,194.614,172.008,161.372,,183.204,172.845,10.359,6.5126,3.8464,93.82,201.278,142.738,0.3403,5.272,97.26,732654500,0.015112,0.176136,0.296893,0.014999,0.025217,199.84,197.97,196.49,172.48
2021-03-29,203.82,205.94,201.4,203.43,86280303,AAPL,Apple Inc.,Technology,200.118,174.224,162.32,,186.315,175.111,11.204,7.4509,3.7531,93.76,205.986,142.462,0.3646,5.376,94.3,818934803,0.00281,0.156444,0.27863,0.002806,0.025299,202.86,199.84,197.97,175.91
2021-03-30,205.51,207.29,203.91,205.69,124938628,AAPL,Apple Inc.,Technology,201.958,176.44,163.305,,189.296,177.376,11.92,8.3447,3.5753,93.54,210.527,142.353,0.3864,5.346,96.48,943873431,0.011109,0.046822,0.27449,0.011048,0.025296,203.43,202.86,199.84,196.49
2021-03-31,205.68,206.41,204.42,205.49,11675268,AAPL,Apple Inc.,Technology,203.462,178.573,164.26,,191.787,179.458,12.329,9.1416,3.1874,92.9,214.37,142.776,0.4009,5.124,96.04,932198163,-0.000972,0.037986,0.262069,-0.000973,0.025457,205.69,203.43,202.86,197.97
2021-04-01,202.5,206.57,200.83,203.82,39843138,AAPL,Apple Inc.,Technology,204.258,180.616,165.237,,193.639,181.263,12.376,9.7885,2.5875,95.73,217.313,143.919,0.4064,5.184,91.97,892355025,-0.008127,0.019916,0.250736,-0.00816,0.025737,205.49,205.69,203.43,199.84
2021-04-02,206.71,207.27,205.65,206.53,59957849,AAPL,Apple Inc.,Technology,204.992,182.916,166.329,,195.622,183.135,12.487,10.3282,2.1588,95.79,220.077,145.755,0.4063,5.11,98.2,952312874,0.013296,0.018091,0.286471,0.013208,0.02499,203.82,205.49,205.69,202.86
2021-04-05,211.76,213.58,209.24,211.62,56465510,AAPL,Apple Inc.,Technology,206.63,185.481,167.531,,198.083,185.245,12.838,10.8301,2.0079,96.12,223.151,147.811,0.4062,5.371,95.89,1008778384,0.024645,0.04026,0.32015,0.024347,0.024891,206.53,203.82,205.49,203.43
2021-04-06,213.91,216.71,211.65,214.24,156332758,AAPL,Apple Inc.,Technology,208.34,188.124,168.795,,200.569,187.392,13.177,11.2995,1.8775,96.29,226.09,150.158,0.4036,5.489,94.84,1165111142,0.012381,0.041567,0.32755,0.012305,0.024838,211.62,206.53,203.82,205.69
2021-04-07,217.91,222.62,215.14,219.27,14963391,AAPL,Apple Inc.,Technology,211.096,190.825,170.128,,203.446,189.754,13.692,11.778,1.914,96.49,229.618,152.032,0.4066,5.872,93.48,1180074533,0.023478,0.067059,0.326818,0.023207,0.024827,214.24,211.62,206.53,205.49
2021-04-08,221.28,223.01,219.74,221.43,10575972,AAPL,Apple Inc.,Technology,214.618,193.557,171.532,,206.213,192.1,14.113,12.245,1.868,96.45,232.915,154.199,0.4067,5.785,96.67,1190650505,0.009851,0.0864,0.327598,0.009803,0.024821,219.27,214.24,211.62,203.82
2021-04-09,220.54,221.4,219.35,220.56,172319535,AAPL,Apple Inc.,Technology,217.424,196.396,172.967,,208.42,194.208,14.212,12.6384,1.5736,94.53,234.894,157.898,0.392,5.626,91.23,1018330970,-0.003929,0.067932,0.346602,-0.003937,0.024038,221.43,219.27,214.24,206.53
2021-04-12,223.09,224.3,221.6,223.33,78577328,AAPL,Apple Inc.,Technology,219.766,199.271,174.394,,210.714,196.365,14.349,12.9805,1.3685,91.52,236.73,161.812,0.376,4.394,96.59,1096908298,0.012559,0.055335,0.346822,0.012481,0.024037,220.56,221.43,219.27,211.62
2021-04-13,228.94,231.89,227.2,230.21,35488193,AAPL,Apple Inc.,Technology,222.96,202.425,175.939,,213.713,198.872,14.841,13.3526,1.4884,92.74,239.106,165.744,0.3624,4.64,94.99,1132396491,0.030806,0.074543,0.377348,0.030341,0.024217,223.33,220.56,221.43,214.24
2021-04-14,233.82,235.66,230.31,232.7,55422312,AAPL,Apple Inc.,Technology,225.646,205.681,177.507,,216.634,201.378,15.256,13.7333,1.5227,92.85,240.869,170.493,0.3422,4.85,91.5,1187818803,0.010816,0.061249,0.388591,0.010758,0.024049,230.21,223.33,220.56,219.27
2021-04-15,237.76,240.17,235.44,238.22,57855792,AAPL,Apple Inc.,Technology,229.004,209.104,179.231,,219.955,204.107,15.848,14.1562,1.6918,93.29,242.865,175.343,0.3229,5.081,95.04,1245674595,0.023722,0.075825,0.403441,0.023445,0.024082,232.7,230.21,223.33,221.43
2021-04-16,231.24,232.14,229.67,231.4,34977693,AAPL,Apple Inc.,Technology,231.172,212.05,180.839,,221.716,206.129,15.587,14.4424,1.1446,79.7,242.472,181.628,0.2869,5.368,77.71,1210696902,-0.028629,0.049148,0.341605,-0.029047,0.02619,238.22,232.7,230.21,220.56
2021-04-19,234.49,236.73,233.66,236.19,54439501,AAPL,Apple Inc.,Technology,233.744,215.064,182.522,,223.943,208.356,15.587,14.6713,0.9157,80.73,242.174,187.954,0.2521,5.473,89.88,1265136403,0.0207,0.057583,0.342675,0.020489,0.026198,231.4,238.22,232.7,223.33
2021-04-20,240.69,241.64,238.73,239.54,61862305,AAPL,Apple Inc.,Technology,235.61,217.217,184.282,,226.342,210.666,15.676,14.8722,0.8038,82.26,244.947,189.487,0.2553,5.72,94.85,1326998708,0.014183,0.040528,0.219095,0.014084,0.013332,236.19,231.4,238.22,230.21
2021-04-21,240.79,243.21,238.32,241.13,167559944,AAPL,Apple Inc.,Technology,237.296,219.375,186.036,,228.617,212.922,15.695,15.0368,0.6582,85.41,247.513,191.237,0.2565,5.659,94.46,1494558652,0.006638,0.036227,0.218013,0.006616,0.013342,239.54,236.19,231.4,232.7
2021-04-22,242.71,243.85,240.45,242.64,89129800,AAPL,Apple Inc.,Technology,238.18,221.515,187.832,,230.775,215.124,15.651,15.1596,0.4914,85.07,249.906,193.124,0.2563,5.656,96.5,1583688452,0.006262,0.018554,0.214171,0.006243,0.013367,241.13,239.54,236.19,238.22
2021-04-23,237.74,239.93,233.42,236.94,141970159,AAPL,Apple Inc.,Technology,239.288,223.219,189.522,,231.723,216.74,14.983,15.1243,-0.1413,74.3,250.98,195.458,0.2487,5.811,78.54,1441718293,-0.023492,0.023941,0.167998,-0.023772,0.015238,242.64,241.13,239.54,231.4
2021-04-26,237.51,240.61,235.77,237.99,22328862,AAPL,Apple Inc.,Technology,239.648,224.947,191.235,,232.687,218.314,14.373,14.974,-0.601,73.5,251.809,198.085,0.2388,5.793,79.59,1464047155,0.004432,0.007621,0.169886,0.004422,0.015215,236.94,242.64,241.13,236.19
2021-04-27,242.92,243.8,241.21,242.22,40597425,AAPL,Apple Inc.,Technology,240.184,226.774,192.936,,234.154,220.084,14.07,14.7932,-0.7232,73.07,253.085,200.463,0.232,5.609,93.35,1504644580,0.017774,0.011188,0.177597,0.017618,0.015358,237.99,236.94,242.64,239.54
2021-04-28,248.4,252.1,246.3,249.95,57822108,AAPL,Apple Inc.,Technology,241.948,228.996,194.764,,236.584,222.297,14.287,14.692,-0.405,75.79,255.248,202.744,0.2293,6.048,93.44,1562466688,0.031913,0.036578,0.216361,0.031414,0.016035,242.22,237.99,236.94,241.13
2021-04-29,249.57,250.76,247.05,249.16,15789774,AAPL,Apple Inc.,Technology,243.252,231.263,196.605,,238.519,224.287,14.232,14.6,-0.368,75.9,256.157,206.369,0.2153,6.164,90.36,1546676914,-0.003161,0.026871,0.222451,-0.003166,0.015778,249.95,242.22,237.99,242.64
2021-04-30,248.06,250.25,244.69,246.9,101609659,AAPL,Apple Inc.,Technology,245.244,233.282,198.364,,239.808,225.962,13.846,14.4492,-0.6032,71.54,256.2,210.364,0.1965,6.294,79.12,1445067255,-0.00907,0.042036,0.195468,-0.009112,0.016322,249.16,249.95,242.22,236.94
2021-05-03,246.48,249.0,243.74,246.91,73504664,AAPL,Apple Inc.,Technology,247.028,235.046,200.148,,240.901,227.513,13.388,14.237,-0.849,67.45,256.316,213.776,0.181,6.059,76.86,1518571919,4.1e-05,0.037481,0.166761,4.1e-05,0.016016,246.9,249.16,249.95,237.99
2021-05-04,253.95,256.9,249.37,253.1,40114099,AAPL,Apple Inc.,Technology,249.204,236.99,202.012,,242.778,229.409,13.369,14.0634,-0.6944,69.79,257.337,216.643,0.1717,6.383,86.04,1558686018,0.02507,0.044918,0.181385,0.024761,0.01644,246.91,246.9,249.16,242.22
2021-05-05,258.24,261.74,254.97,256.83,44791679,AAPL,Apple Inc.,Technology,250.58,238.868,203.993,,244.94,231.44,13.5,13.9507,-0.4507,68.7,259.262,218.474,0.1708,6.466,84.69,1603477697,0.014737,0.027526,0.171296,0.01463,0.016141,253.1,246.91,246.9,249.95
2021-05-06,255.81,257.41,254.81,256.01,106095872,AAPL,Apple Inc.,Technology,251.95,240.596,206.001,,246.643,233.26,13.383,13.8372,-0.4542,78.13,260.626,220.566,0.1665,6.041,79.77,1497381825,-0.003193,0.027492,0.156167,-0.003198,0.016321,256.83,253.1,246.91,249.16
2021-05-07,258.03,258.9,257.36,258.3,31023973,AAPL,Apple Inc.,Technology,254.23,242.484,208.038,,248.436,235.115,13.321,13.7339,-0.4129,76.8,261.659,223.309,0.1582,5.867,87.85,1528405798,0.008945,0.046173,0.17111,0.008905,0.016109,256.01,256.83,253.1,246.9
2021-05-10,259.66,262.43,257.4,260.36,108693741,AAPL,Apple Inc.,Technology,256.92,244.335,210.063,,250.271,236.985,13.286,13.6443,-0.3583,76.05,262.863,225.807,0.1517,5.837,92.86,1637099539,0.007975,0.054473,0.165808,0.007944,0.016073,258.3,256.01,256.83,246.91
2021-05-11,266.15,267.37,265.56,266.55,42982788,AAPL,Apple Inc.,Technology,259.61,246.152,212.167,,252.775,239.175,13.6,13.6355,-0.0355,78.52,265.933,226.371,0.1607,5.989,97.58,1680082327,0.023775,0.053141,0.157856,0.023497,0.015632,260.36,258.3,256.01,253.1
2021-05-12,266.04,267.79,265.02,266.69,78698227,AAPL,Apple Inc.,Technology,261.582,247.852,214.244,,254.916,241.213,13.703,13.649,0.054,77.84,268.584,227.12,0.1673,5.944,96.8,1758780554,0.000525,0.038391,0.146068,0.000525,0.015681,266.55,260.36,258.3,256.83
2021-05-13,265.78,267.0,265.01,266.5,52671869,AAPL,Apple Inc.,Technology,263.68,249.266,216.315,,256.698,243.086,13.612,13.6416,-0.0296,89.23,271.062,227.47,0.1749,5.427,95.97,1706108685,-0.000712,0.040975,0.118714,-0.000713,0.015257,266.69,266.55,260.36,256.01
2021-05-14,266.56,269.61,262.38,265.61,190936194,AAPL,Apple Inc.,Technology,265.142,250.976,218.416,,258.069,244.755,13.314,13.5761,-0.2621,86.81,272.232,229.72,0.1694,5.598,85.92,1515172491,-0.00334,0.0283,0.147839,-0.003345,0.013117,266.5,266.69,266.55,258.3
